# LAMMPS data file written by OVITO Basic 3.11.2

40000 atoms
2 atom types

-0.0322062552 126.8254437654 xlo xhi
-23.7503564017 55.4003563946 ylo yhi
-0.0128563981 158.2885691944 zlo zhi

Atom Type Labels

1 W
2 Mo

Masses

1 183.85  # W
2 95.94  # Mo

Atoms  # atomic

806 2 7.88526 1.59672 14.0841
827 1 9.47367 3.19895 12.6931
808 1 11.0497 1.63058 14.2371
829 1 12.6176 3.08732 12.6388
810 1 14.2096 1.53336 14.1777
831 1 15.7758 3.20785 12.6391
812 1 17.4255 1.57063 14.1653
833 1 19.011 3.30651 12.544
835 1 22.2234 3.12822 12.6135
814 2 20.5291 1.60266 14.1024
816 1 23.8325 1.63448 14.242
817 1 25.4223 0.0156552 12.678
837 2 25.3457 3.12725 12.6331
818 1 26.9427 1.57115 14.2164
819 1 28.6057 0.0461139 12.7432
839 2 28.5937 3.149 12.6277
820 2 30.1728 1.56183 14.1853
1495 2 22.2127 12.6301 22.1402
1296 2 23.7632 14.2128 20.5054
843 2 3.11673 6.41121 12.6098
822 1 1.49997 4.79853 14.1969
845 2 6.30536 6.42508 12.6607
824 2 4.69238 4.80852 14.3421
844 1 4.78234 7.98505 14.2622
826 1 7.88469 4.88644 14.133
847 2 9.4831 6.34049 12.6286
828 1 11.0302 4.73627 14.1447
849 1 12.6959 6.28358 12.6712
830 1 14.2536 4.71814 14.1615
851 2 15.8928 6.3691 12.5497
832 1 17.5341 4.76364 14.1918
853 1 18.9769 6.43488 12.5535
852 1 17.5131 7.94158 14.2092
834 1 20.6477 4.80877 14.1793
855 2 22.2536 6.30318 12.6364
854 2 20.6277 7.85588 14.1916
856 1 23.7558 7.89932 14.1732
836 2 23.7713 4.74777 14.2457
838 2 26.9456 4.81162 14.1992
857 1 25.3859 6.25158 12.5945
859 1 28.6714 6.31417 12.6266
840 2 30.1899 4.63475 14.2529
860 2 30.1243 7.90264 14.2234
1491 1 15.8548 12.6252 22.1304
842 2 1.45741 7.98666 14.1824
863 1 3.2309 9.47712 12.6843
862 2 1.51 11.1046 14.1607
846 2 7.87338 8.10855 14.1524
865 2 6.32784 9.64707 12.6121
864 2 4.64631 11.0782 14.2081
866 1 7.93311 11.0918 14.2462
848 1 11.1193 7.97308 14.1995
867 1 9.51628 9.55105 12.5691
868 2 11.1032 11.0973 14.1973
850 1 14.4356 7.80288 14.1739
869 2 12.7482 9.53576 12.5982
870 1 14.2797 11.1084 14.2452
871 2 15.8658 9.45901 12.6555
873 2 18.9673 9.55653 12.6373
872 2 17.4574 11.1172 14.3187
875 2 22.2082 9.44048 12.5639
874 1 20.6091 11.0892 14.2135
876 2 23.6229 11.0427 14.1601
858 2 27.0197 7.82605 14.1843
877 2 25.397 9.45116 12.6072
878 2 26.9859 11.0517 14.0903
879 1 28.4957 9.40156 12.5892
880 2 30.0195 11.0586 14.2339
1291 2 15.8357 12.7065 19.0067
1293 1 19.011 12.6942 18.975
883 1 3.15011 12.7466 12.5648
882 1 1.57067 14.283 14.1623
885 2 6.2872 12.723 12.5818
884 1 4.6737 14.246 14.234
1287 2 9.49899 12.7015 19.0088
886 2 7.90099 14.2404 14.1995
1288 1 11.0863 14.2195 20.4873
887 1 9.45388 12.6901 12.6154
888 1 11.0907 14.2926 14.2004
911 1 15.769 15.7933 12.5688
909 2 12.6339 15.7522 12.5923
889 1 12.7172 12.6936 12.5913
890 2 14.2654 14.3033 14.1734
891 2 15.8644 12.6304 12.6674
893 1 18.9937 12.6464 12.64
892 2 17.4132 14.1976 14.2124
895 1 22.1787 12.6359 12.5968
894 1 20.6693 14.2718 14.1582
896 2 23.7453 14.2084 14.2301
1485 2 6.35567 12.6962 22.0831
897 1 25.3357 12.6012 12.5804
898 1 26.9412 14.1723 14.188
1284 2 4.78891 14.2563 20.5298
899 1 28.5088 12.6446 12.6242
900 1 30.0206 14.252 14.2402
5881 2 31.6189 12.6113 12.6097
1002 2 1.55701 1.45759 17.3179
1023 1 3.18398 3.20382 15.8358
1004 2 4.5695 1.47617 17.316
1025 2 6.40351 3.16723 15.7275
